Award_Status,Ceremony_Year,Session,Category,Nominee,Film,Role
Nominee,1999,72,ACTRESS IN A SUPPORTING ROLE,Samantha Morton,Sweet and Lowdown,Hattie
Nominee,1999,72,ACTRESS IN A SUPPORTING ROLE,Chloë Sevigny,Boys Don't Cry,Lana Tisdel
Winner,1999,72,DIRECTING,American Beauty,NA,NA
Nominee,1999,72,DIRECTING,Being John Malkovich,NA,NA
Nominee,1999,72,DIRECTING,The Cider House Rules,NA,NA
Nominee,1999,72,DIRECTING,The Insider,NA,NA
Nominee,1999,72,DIRECTING,The Sixth Sense,NA,NA
Winner,1999,72,BEST PICTURE,American Beauty,NA,NA
Nominee,1999,72,BEST PICTURE,The Cider House Rules,NA,NA
Nominee,1999,72,BEST PICTURE,The Green Mile,NA,NA
Nominee,1999,72,BEST PICTURE,The Insider,NA,NA
Nominee,1999,72,BEST PICTURE,The Sixth Sense,NA,NA
Nominee,2000,73,ACTOR IN A LEADING ROLE,Javier Bardem,Before Night Falls,Reinaldo Arenas
Winner,2000,73,ACTOR IN A LEADING ROLE,Russell Crowe,Gladiator,Maximus Decimus Meridius
Nominee,2000,73,ACTOR IN A LEADING ROLE,Tom Hanks,Cast Away,Chuck Noland
Nominee,2000,73,ACTOR IN A LEADING ROLE,Ed Harris,Pollock,Jackson Pollock
Nominee,2000,73,ACTOR IN A LEADING ROLE,Geoffrey Rush,Quills,The Marquis de Sade
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,The Contender,President Jackson Evans
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,Shadow of the Vampire,Max Schreck
Winner,2000,73,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,Traffic,Javier Rodriguez
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Albert Finney,Erin Brockovich,Ed Masry
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Joaquin Phoenix,Gladiator,Commodus
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,ACTRESS IN A LEADING ROLE,NA,NA
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Joan Allen,The Contender,Laine Hanson
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Juliette Binoche,Chocolat,Vianne Rocher
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Ellen Burstyn,Requiem for a Dream,Sara Goldfarb
Nominee,2000,73,ACTOR IN A SUPPORTING ROLE,Laura Linney,You Can Count on Me,Samantha 'Sammy' Prescott
Winner,2000,73,ACTOR IN A SUPPORTING ROLE,Julia Roberts,Erin Brockovich,Erin Brockovich
Nominee,2000,73,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Chocolat,Armande Voizin
Winner,2000,73,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Pollock,Lee Krasner
Nominee,2000,73,ACTRESS IN A SUPPORTING ROLE,Kate Hudson,Almost Famous,Penny Lane
Nominee,2000,73,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,Almost Famous,Elaine Miller
Nominee,2000,73,ACTRESS IN A SUPPORTING ROLE,Julie Walters,Billy Elliot,Mrs. Wilkinson
Nominee,2000,73,DIRECTING,Billy Elliot,NA,NA
Nominee,2000,73,DIRECTING,"Crouching Tiger, Hidden Dragon",NA,NA
Nominee,2000,73,DIRECTING,Erin Brockovich,NA,NA
Nominee,2000,73,DIRECTING,Gladiator,NA,NA
Winner,2000,73,DIRECTING,Traffic,NA,NA
Nominee,2000,73,BEST PICTURE,Chocolat,NA,NA
Nominee,2000,73,BEST PICTURE,"Crouching Tiger, Hidden Dragon",NA,NA
Nominee,2000,73,BEST PICTURE,Erin Brockovich,NA,NA
Winner,2000,73,BEST PICTURE,Gladiator,NA,NA
Nominee,2000,73,BEST PICTURE,Traffic,NA,NA
Nominee,2001,74,ACTOR IN A LEADING ROLE,Russell Crowe,A Beautiful Mind,John Nash
Nominee,2001,74,ACTOR IN A LEADING ROLE,Sean Penn,I Am Sam,Sam Dawson
Nominee,2001,74,ACTOR IN A LEADING ROLE,Will Smith,Ali,Muhammad Ali
Winner,2001,74,ACTOR IN A LEADING ROLE,Denzel Washington,Training Day,Alonzo
Nominee,2001,74,ACTOR IN A LEADING ROLE,Tom Wilkinson,In the Bedroom,Matt Fowler
Winner,2001,74,ACTOR IN A SUPPORTING ROLE,Jim Broadbent,Iris,John Bayley
Nominee,2001,74,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Training Day,Jake
Nominee,2001,74,ACTOR IN A SUPPORTING ROLE,Ben Kingsley,Sexy Beast,Don Logan
Nominee,2001,74,ACTOR IN A SUPPORTING ROLE,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,Gandalf
Nominee,2001,74,ACTOR IN A SUPPORTING ROLE,Jon Voight,Ali,Howard Cosell
Winner,2001,74,ACTRESS IN A LEADING ROLE,Halle Berry,Monster's Ball,Leticia Musgrove
Nominee,2001,74,ACTRESS IN A LEADING ROLE,Judi Dench,Iris,Iris Murdoch
Nominee,2001,74,ACTRESS IN A LEADING ROLE,Nicole Kidman,Moulin Rouge,Satine
Nominee,2001,74,ACTRESS IN A LEADING ROLE,Sissy Spacek,In the Bedroom,Ruth Fowler
Nominee,2001,74,ACTRESS IN A LEADING ROLE,Renée Zellweger,Bridget Jones's Diary,Bridget Jones
Winner,2001,74,ACTRESS IN A SUPPORTING ROLE,Jennifer Connelly,A Beautiful Mind,Alicia Nash
Nominee,2001,74,ACTRESS IN A SUPPORTING ROLE,Helen Mirren,Gosford Park,Mrs. Wilson
Nominee,2001,74,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Gosford Park,"Constance, Countess of Trentham"
Nominee,2001,74,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,In the Bedroom,Natalie Strout
Nominee,2001,74,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Iris,Young Iris Murdoch
Winner,2001,74,DIRECTING,A Beautiful Mind,NA,NA
Nominee,2001,74,DIRECTING,Black Hawk Down,NA,NA
Nominee,2001,74,DIRECTING,Gosford Park,NA,NA
Nominee,2001,74,DIRECTING,The Lord of the Rings: The Fellowship of the Ring,NA,NA
Nominee,2001,74,DIRECTING,Mulholland Drive,NA,NA
Winner,2001,74,BEST PICTURE,A Beautiful Mind,NA,NA
Nominee,2001,74,BEST PICTURE,Gosford Park,NA,NA
Nominee,2001,74,BEST PICTURE,In the Bedroom,NA,NA
Nominee,2001,74,BEST PICTURE,The Lord of the Rings: The Fellowship of the Ring,NA,NA
Nominee,2001,74,BEST PICTURE,Moulin Rouge,NA,NA
Winner,2002,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,Wladyslaw Szpilman
Nominee,2002,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,Charlie Kaufman & Donald Kaufman
Nominee,2002,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,Thomas Fowler
Nominee,2002,75,ACTOR IN A LEADING ROLE,Daniel Day,Gangs of New York,Bill 'The Butcher' Cutting
Nominee,2002,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,Warren Schmidt
Winner,2002,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,John Laroche
Nominee,2002,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,Richard Brown
Nominee,2002,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,John Rooney
Nominee,2002,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,Amos Hart
Nominee,2002,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,Frank Abagnale
Nominee,2002,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,Frida Kahlo
Winner,2002,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,Virginia Woolf
Nominee,2002,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,Connie Sumner
Nominee,2002,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,Cathy Whitaker
Nominee,2002,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,Roxie Hart
Nominee,2002,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,Roberta Hertzel
Nominee,2002,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,Laura Brown
Nominee,2002,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,Matron Mama Morton
Nominee,2002,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,Susan Orlean
Winner,2002,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta,Chicago,Velma Kelly
Nominee,2002,75,DIRECTING,Chicago,NA,NA
Nominee,2002,75,DIRECTING,Gangs of New York,NA,NA
Nominee,2002,75,DIRECTING,The Hours,NA,NA
Winner,2002,75,DIRECTING,The Pianist,NA,NA
Nominee,2002,75,DIRECTING,Talk to Her,NA,NA
Winner,2002,75,BEST PICTURE,Chicago,NA,NA
Nominee,2002,75,BEST PICTURE,Gangs of New York,NA,NA
Nominee,2002,75,BEST PICTURE,The Hours,NA,NA
Nominee,2002,75,BEST PICTURE,The Lord of the Rings: The Two Towers,NA,NA
Nominee,2002,75,BEST PICTURE,The Pianist,NA,NA
Nominee,2003,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Jack Sparrow
Nominee,2003,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,Behrani
Nominee,2003,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,Inman
Nominee,2003,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,Bob Harris
Winner,2003,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,Jimmy Markum
Nominee,2003,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,Shelly Kaplow
Nominee,2003,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,Jack Jordan
Nominee,2003,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,Mateo
Winner,2003,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,Dave Boyle
Nominee,2003,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,Katsumoto
Nominee,2003,76,ACTRESS IN A LEADING ROLE,Keisha Castle,Whale Rider,Paikea
Nominee,2003,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,Erica Barry
Nominee,2003,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,Sarah
Winner,2003,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,Aileen Wuornos
Nominee,2003,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,Cristina Peck
Nominee,2003,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,Nadi
Nominee,2003,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,Joy Burns
Nominee,2003,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,Celeste Boyle
Nominee,2003,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,Melanie
Winner,2003,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,Ruby Thewes
Nominee,2003,76,DIRECTING,City of God,NA,NA
Winner,2003,76,DIRECTING,The Lord of the Rings: The Return of the King,NA,NA
Nominee,2003,76,DIRECTING,Lost in Translation,NA,NA
Nominee,2003,76,DIRECTING,Master and Commander: The Far Side of the World,NA,NA
Nominee,2003,76,DIRECTING,Mystic River,NA,NA
Winner,2003,76,BEST PICTURE,The Lord of the Rings: The Return of the King,NA,NA
Nominee,2003,76,BEST PICTURE,Lost in Translation,NA,NA
Nominee,2003,76,BEST PICTURE,Master and Commander: The Far Side of the World,NA,NA
Nominee,2003,76,BEST PICTURE,Mystic River,NA,NA
Nominee,2003,76,BEST PICTURE,Seabiscuit,NA,NA
Nominee,2004,77,ACTOR IN A LEADING ROLE,Don Cheadle,Hotel Rwanda,Paul Rusesabagina
Nominee,2004,77,ACTOR IN A LEADING ROLE,Johnny Depp,Finding Neverland,Sir James Matthew Barrie
Nominee,2004,77,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Aviator,Howard Hughes
Nominee,2004,77,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,Frankie Dunn
Winner,2004,77,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,Ray Charles
Nominee,2004,77,ACTOR IN A SUPPORTING ROLE,Alan Alda,The Aviator,Senator Ralph Owen Brewster
Nominee,2004,77,ACTOR IN A SUPPORTING ROLE,Thomas Haden Church,Sideways,Jack
Nominee,2004,77,ACTOR IN A SUPPORTING ROLE,Jamie Foxx,Collateral,Max
Winner,2004,77,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,Eddie Scrap-Iron Dupris
Nominee,2004,77,ACTOR IN A SUPPORTING ROLE,Clive Owen,Closer,Larry
Nominee,2004,77,ACTRESS IN A LEADING ROLE,Annette Bening,Being Julia,Julia Lambert
Nominee,2004,77,ACTRESS IN A LEADING ROLE,Catalina Sandino Moreno,Maria Full of Grace,Maria
Nominee,2004,77,ACTRESS IN A LEADING ROLE,Imelda Staunton,Vera Drake,Vera
Winner,2004,77,ACTRESS IN A LEADING ROLE,Hilary Swank,Million Dollar Baby,Maggie Fitzgerald
Nominee,2004,77,ACTRESS IN A LEADING ROLE,Kate Winslet,Eternal Sunshine of the Spotless Mind,Clementine Kruczynski
Winner,2004,77,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,The Aviator,Katharine Hepburn
Nominee,2004,77,ACTRESS IN A SUPPORTING ROLE,Laura Linney,Kinsey,Clara McMillen
Nominee,2004,77,ACTRESS IN A SUPPORTING ROLE,Virginia Madsen,Sideways,Maya
Nominee,2004,77,ACTRESS IN A SUPPORTING ROLE,Sophie Okonedo,Hotel Rwanda,Tatiana Rusesabagina
Nominee,2004,77,ACTRESS IN A SUPPORTING ROLE,Natalie Portman,Closer,Alice
Nominee,2004,77,DIRECTING,The Aviator,NA,NA
Winner,2004,77,DIRECTING,Million Dollar Baby,NA,NA
Nominee,2004,77,DIRECTING,Ray,NA,NA
Nominee,2004,77,DIRECTING,Sideways,NA,NA
Nominee,2004,77,DIRECTING,Vera Drake,NA,NA
Nominee,2004,77,BEST PICTURE,The Aviator,NA,NA
Nominee,2004,77,BEST PICTURE,Finding Neverland,NA,NA
Winner,2004,77,BEST PICTURE,Million Dollar Baby,NA,NA
Nominee,2004,77,BEST PICTURE,Ray,NA,NA
Nominee,2004,77,BEST PICTURE,Sideways,NA,NA
Winner,2005,78,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,Capote,Truman Capote
Nominee,2005,78,ACTOR IN A LEADING ROLE,Terrence Howard,Hustle & Flow,DJay
Nominee,2005,78,ACTOR IN A LEADING ROLE,Heath Ledger,Brokeback Mountain,Ennis Del Mar
Nominee,2005,78,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Walk the Line,John R. Cash
Nominee,2005,78,ACTOR IN A LEADING ROLE,David Strathairn,"Good Night, and Good Luck.",Edward R. Murrow
Winner,2005,78,ACTOR IN A SUPPORTING ROLE,George Clooney,Syriana,Bob Barnes
Nominee,2005,78,ACTOR IN A SUPPORTING ROLE,Matt Dillon,Crash,Officer Ryan
Nominee,2005,78,ACTOR IN A SUPPORTING ROLE,Paul Giamatti,Cinderella Man,Joe Gould
Nominee,2005,78,ACTOR IN A SUPPORTING ROLE,Jake Gyllenhaal,Brokeback Mountain,Jack Twist
Nominee,2005,78,ACTOR IN A SUPPORTING ROLE,William Hurt,A History of Violence,Richie Cusack
Nominee,2005,78,ACTRESS IN A LEADING ROLE,Judi Dench,Mrs. Henderson Presents,Mrs. Laura Henderson
Nominee,2005,78,ACTRESS IN A LEADING ROLE,Felicity Huffman,Transamerica,Bree
Nominee,2005,78,ACTRESS IN A LEADING ROLE,Keira Knightley,Pride & Prejudice,Elizabeth Bennet
Nominee,2005,78,ACTRESS IN A LEADING ROLE,Charlize Theron,North Country,Josey Aimes
Winner,2005,78,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Walk the Line,June Carter
Nominee,2005,78,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Junebug,Ashley
Nominee,2005,78,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Capote,Nelle Harper Lee
Nominee,2005,78,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,North Country,Glory
Winner,2005,78,ACTRESS IN A SUPPORTING ROLE,Rachel Weisz,The Constant Gardener,Tessa Quayle
Nominee,2005,78,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Brokeback Mountain,Alma
Winner,2005,78,DIRECTING,Brokeback Mountain,NA,NA
Nominee,2005,78,DIRECTING,Capote,NA,NA
Nominee,2005,78,DIRECTING,Crash,NA,NA
Nominee,2005,78,DIRECTING,"Good Night, and Good Luck.",NA,NA
Nominee,2005,78,DIRECTING,Munich,NA,NA
Nominee,2005,78,BEST PICTURE,Brokeback Mountain,NA,NA
Nominee,2005,78,BEST PICTURE,Capote,NA,NA
Winner,2005,78,BEST PICTURE,Crash,NA,NA
Nominee,2005,78,BEST PICTURE,"Good Night, and Good Luck.",NA,NA
Nominee,2005,78,BEST PICTURE,Munich,NA,NA
Nominee,2006,79,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Blood Diamond,Danny Archer
Nominee,2006,79,ACTOR IN A LEADING ROLE,Ryan Gosling,Half Nelson,Dan Dunne
Nominee,2006,79,ACTOR IN A LEADING ROLE,Peter O'Toole,Venus,Maurice
Nominee,2006,79,ACTOR IN A LEADING ROLE,Will Smith,The Pursuit of Happyness,Chris Gardner
Winner,2006,79,ACTOR IN A LEADING ROLE,Forest Whitaker,The Last King of Scotland,Idi Amin
Winner,2006,79,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Little Miss Sunshine,Grandpa
Nominee,2006,79,ACTOR IN A SUPPORTING ROLE,Jackie Earle Haley,Little Children,Ronnie J. McGorvey
Nominee,2006,79,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,Blood Diamond,Solomon Vandy
Nominee,2006,79,ACTOR IN A SUPPORTING ROLE,Eddie Murphy,Dreamgirls,James 'Thunder' Early
Nominee,2006,79,ACTOR IN A SUPPORTING ROLE,Mark Wahlberg,The Departed,Dignam
Nominee,2006,79,ACTRESS IN A LEADING ROLE,Penélope Cruz,Volver,Raimunda
Nominee,2006,79,ACTRESS IN A LEADING ROLE,Judi Dench,Notes on a Scandal,Barbara Covett
Winner,2006,79,ACTRESS IN A LEADING ROLE,Helen Mirren,The Queen,The Queen
Nominee,2006,79,ACTRESS IN A LEADING ROLE,Meryl Streep,The Devil Wears Prada,Miranda Priestly
Nominee,2006,79,ACTRESS IN A LEADING ROLE,Kate Winslet,Little Children,Sarah Pierce
Nominee,2006,79,ACTRESS IN A SUPPORTING ROLE,Adriana Barraza,Babel,Amelia
Nominee,2006,79,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,Notes on a Scandal,Sheba Hart
Nominee,2006,79,ACTRESS IN A SUPPORTING ROLE,Abigail Breslin,Little Miss Sunshine,Olive
Winner,2006,79,ACTRESS IN A SUPPORTING ROLE,Jennifer Hudson,Dreamgirls,Effie White
Nominee,2006,79,ACTRESS IN A SUPPORTING ROLE,Rinko Kikuchi,Babel,Chieko
Nominee,2006,79,DIRECTING,Babel,NA,NA
Winner,2006,79,DIRECTING,The Departed,NA,NA
Nominee,2006,79,DIRECTING,Letters from Iwo Jima,NA,NA
Nominee,2006,79,DIRECTING,The Queen,NA,NA
Nominee,2006,79,DIRECTING,United 93,NA,NA
Nominee,2006,79,BEST PICTURE,Babel,NA,NA
Winner,2006,79,BEST PICTURE,The Departed,NA,NA
Nominee,2006,79,BEST PICTURE,Letters from Iwo Jima,NA,NA
Nominee,2006,79,BEST PICTURE,Little Miss Sunshine,NA,NA
Nominee,2006,79,BEST PICTURE,The Queen,NA,NA
Nominee,2007,80,ACTOR IN A LEADING ROLE,George Clooney,Michael Clayton,Michael Clayton
Winner,2007,80,ACTOR IN A LEADING ROLE,Daniel Day,There Will Be Blood,Daniel Plainview
Nominee,2007,80,ACTOR IN A LEADING ROLE,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street,Sweeney Todd
Nominee,2007,80,ACTOR IN A LEADING ROLE,Tommy Lee Jones,In the Valley of Elah,Hank Deerfield
Nominee,2007,80,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,Nikolai
Nominee,2007,80,ACTOR IN A SUPPORTING ROLE,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford,Robert Ford
Winner,2007,80,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,Anton Chigurh
Nominee,2007,80,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,Gust Avrakotos
Nominee,2007,80,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,Ron Franz
Nominee,2007,80,ACTOR IN A SUPPORTING ROLE,Tom Wilkinson,Michael Clayton,Arthur Edens
Nominee,2007,80,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth: The Golden Age,Queen Elizabeth I
Nominee,2007,80,ACTRESS IN A LEADING ROLE,Julie Christie,Away from Her,Fiona
Winner,2007,80,ACTRESS IN A LEADING ROLE,Marion Cotillard,La Vie en Rose,Edith Piaf
Nominee,2007,80,ACTRESS IN A LEADING ROLE,Laura Linney,The Savages,Wendy Savage
Nominee,2007,80,ACTRESS IN A LEADING ROLE,Elliot Page,Juno,Juno MacGuff
Nominee,2007,80,ACTRESS IN A LEADING ROLE,NA,NA,NA
Nominee,2007,80,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,I'm Not There,Jude
Nominee,2007,80,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,American Gangster,Mama Lucas
Nominee,2007,80,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,"Briony Tallis, aged 13"
Nominee,2007,80,ACTRESS IN A SUPPORTING ROLE,Amy Ryan,Gone Baby Gone,Helene McCready
Winner,2007,80,ACTRESS IN A SUPPORTING ROLE,Tilda Swinton,Michael Clayton,Karen Crowder
Nominee,2007,80,DIRECTING,The Diving Bell and the Butterfly,NA,NA
Nominee,2007,80,DIRECTING,Juno,NA,NA
Nominee,2007,80,DIRECTING,Michael Clayton,NA,NA
Winner,2007,80,DIRECTING,No Country for Old Men,NA,NA
Nominee,2007,80,DIRECTING,There Will Be Blood,NA,NA
Nominee,2007,80,BEST PICTURE,Atonement,NA,NA
Nominee,2007,80,BEST PICTURE,Juno,NA,NA
Nominee,2007,80,BEST PICTURE,Michael Clayton,NA,NA
Winner,2007,80,BEST PICTURE,No Country for Old Men,NA,NA
Nominee,2007,80,BEST PICTURE,There Will Be Blood,NA,NA
Nominee,2008,81,ACTOR IN A LEADING ROLE,Richard Jenkins,The Visitor,Walter
Nominee,2008,81,ACTOR IN A LEADING ROLE,Frank Langella,Frost/Nixon,Richard Nixon
Winner,2008,81,ACTOR IN A LEADING ROLE,Sean Penn,Milk,Harvey Milk
Nominee,2008,81,ACTOR IN A LEADING ROLE,Brad Pitt,The Curious Case of Benjamin Button,Benjamin Button
Nominee,2008,81,ACTOR IN A LEADING ROLE,Mickey Rourke,The Wrestler,Randy
Nominee,2008,81,ACTOR IN A SUPPORTING ROLE,Josh Brolin,Milk,Dan White
Nominee,2008,81,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,Kirk Lazarus
Nominee,2008,81,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,Father Brendan Flynn
Winner,2008,81,ACTOR IN A SUPPORTING ROLE,Heath Ledger,The Dark Knight,Joker
Nominee,2008,81,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Revolutionary Road,John Givings
Nominee,2008,81,ACTRESS IN A LEADING ROLE,Anne Hathaway,Rachel Getting Married,Kym
Nominee,2008,81,ACTRESS IN A LEADING ROLE,Angelina Jolie,Changeling,Christine Collins
Nominee,2008,81,ACTRESS IN A LEADING ROLE,Melissa Leo,Frozen River,Ray Eddy
Nominee,2008,81,ACTRESS IN A LEADING ROLE,Meryl Streep,Doubt,Sister Aloysius Beauvier
Winner,2008,81,ACTRESS IN A LEADING ROLE,Kate Winslet,The Reader,Hanna Schmitz
Nominee,2008,81,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Doubt,Sister James
Winner,2008,81,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Vicky Cristina Barcelona,Maria Elena
Nominee,2008,81,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Doubt,Mrs. Miller
Nominee,2008,81,ACTRESS IN A SUPPORTING ROLE,Taraji P. Henson,The Curious Case of Benjamin Button,Queenie
Nominee,2008,81,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,The Wrestler,Cassidy
Nominee,2008,81,DIRECTING,The Curious Case of Benjamin Button,NA,NA
Nominee,2008,81,DIRECTING,Frost/Nixon,NA,NA
Nominee,2008,81,DIRECTING,Milk,NA,NA
Nominee,2008,81,DIRECTING,The Reader,NA,NA
Winner,2008,81,DIRECTING,Slumdog Millionaire,NA,NA
Nominee,2008,81,BEST PICTURE,The Curious Case of Benjamin Button,NA,NA
Nominee,2008,81,BEST PICTURE,Frost/Nixon,NA,NA
Nominee,2008,81,BEST PICTURE,Milk,NA,NA
Nominee,2008,81,BEST PICTURE,The Reader,NA,NA
Nominee,2008,81,BEST PICTURE,Slumdog Millionaire,NA,NA
Winner,2009,82,ACTOR IN A LEADING ROLE,Jeff Bridges,Crazy Heart,Bad Blake
Nominee,2009,82,ACTOR IN A LEADING ROLE,George Clooney,Up in the Air,Ryan Bingham
Nominee,2009,82,ACTOR IN A LEADING ROLE,Colin Firth,A Single Man,George
Nominee,2009,82,ACTOR IN A LEADING ROLE,Morgan Freeman,Invictus,Nelson Mandela
Nominee,2009,82,ACTOR IN A LEADING ROLE,Jeremy Renner,The Hurt Locker,Staff Sergeant William James
Nominee,2009,82,ACTOR IN A SUPPORTING ROLE,Matt Damon,Invictus,Francois Pienaar
Nominee,2009,82,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,The Messenger,Captain Tony Stone
Nominee,2009,82,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,The Last Station,Tolstoy
Nominee,2009,82,ACTOR IN A SUPPORTING ROLE,Stanley Tucci,The Lovely Bones,George Harvey
Winner,2009,82,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,Col. Hans Landa
Winner,2009,82,ACTRESS IN A LEADING ROLE,Sandra Bullock,The Blind Side,Leigh Anne Tuohy
Nominee,2009,82,ACTRESS IN A LEADING ROLE,Helen Mirren,The Last Station,Sofya
Nominee,2009,82,ACTRESS IN A LEADING ROLE,Carey Mulligan,An Education,Jenny
Nominee,2009,82,ACTRESS IN A LEADING ROLE,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,Precious
Nominee,2009,82,ACTRESS IN A LEADING ROLE,Meryl Streep,Julie & Julia,Julia Child
Nominee,2009,82,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Nine,Carla
Nominee,2009,82,ACTRESS IN A SUPPORTING ROLE,Vera Farmiga,Up in the Air,Alex Goran
Nominee,2009,82,ACTRESS IN A SUPPORTING ROLE,Maggie Gyllenhaal,Crazy Heart,Jean Craddock
Nominee,2009,82,ACTRESS IN A SUPPORTING ROLE,Anna Kendrick,Up in the Air,Natalie Keener
