tmdb_id,title,director,genres,release_date,budget,Cast 1,Cast 2,Cast 3,Cast 4,Cast 5,Cast 6,Cast 7,Cast 8,Cast 9,Cast 10,Cast 11,Cast 12,Cast 13,Cast 14,Cast 15
634,Bridget Jones's Diary,Sharon Maguire,"Comedy, Romance, Drama",2001-04-13,25000000,Renée Zellweger,Colin Firth,Hugh Grant,Jim Broadbent,Gemma Jones,James Callis,Sally Phillips,Shirley Henderson,Embeth Davidtz,Lisa Barbuscia,Celia Imrie,James Faulkner,Charmian May,Paul Brooke,Felicity Montagu
142,Brokeback Mountain,Ang Lee,"Drama, Romance",2005-10-22,14000000,Heath Ledger,Jake Gyllenhaal,Michelle Williams,Anne Hathaway,Randy Quaid,Linda Cardellini,Anna Faris,David Harbour,Roberta Maxwell,Kate Mara,Peter McRobbie,Graham Beckel,Mary Liboiron,Scott Michael Campbell,Marty Antonini
398,Capote,Bennett Miller,"Crime, Drama",2005-09-30,7000000,Philip Seymour Hoffman,Catherine Keener,Clifton Collins Jr. Bruce Greenwood,Bob Balaban,Mark Pellegrino,Marshall Bell,Amy Ryan,Bess Meyer,Chris Cooper,Allie Mickelson,Craig Archibald,Bronwen Coleman,Kate Shindle,David Wilson Barnes,
8358,Cast Away,Robert Zemeckis,"Adventure, Drama",2000-12-22,90000000,Tom Hanks,Helen Hunt,Chris Noth,Paul Sanchez,Lari White,Leonid Citer,David Allen Brooks,Semion Sudarikov,Peter Von Berg,Dmitri S. Boudrine,Nick Searcy,François Duhamel,Michael Forest,Lauren Birkell,Yelena Popovic
640,Catch Me If You Can,Steven Spielberg,"Drama, Crime",2002-12-16,52000000,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,James Brolin,Brian Howe,Frank John Hughes,Steve Eastin,Chris Ellis,John Finn,Jennifer Garner,Nancy Lenehan,Ellen Pompeo
666,Central Station,Walter Salles,Drama,1998-04-03,2900000,Fernanda Montenegro,Vinícius de Oliveira,Marília Pêra,Othon Bastos,Otávio Augusto,Matheus Nachtergaele,Caio Junqueira,Stela Freitas,Maria Menezes,Sergio Kato,Soia Lira,Rita Assemany,Harildo Déda,Gildásio Leite,Nanego Lira
3580,Changeling,Clint Eastwood,"Crime, Drama, Mystery",2008-10-24,55000000,Angelina Jolie,John Malkovich,Jeffrey Donovan,Michael Kelly,Colm Feore,Jason Butler Harner,Amy Ryan,Geoff Pierson,Denis O'Hare,Frank Wood,Peter Gerety,Reed Birney,Gattlin Griffith,Michelle Gunn,Jan Devereaux
6538,Charlie Wilson's War,Mike Nichols,"Comedy, Drama, History",2007-12-19,75000000,Tom Hanks,Julia Roberts,Philip Seymour Hoffman,Amy Adams,Emily Blunt,Om Puri,Shiri Appleby,Rachel Nichols,Wynn Everett,Jud Tylor,John Slattery,Erick Avari,Cyia Batten,Denis O'Hare,Ned Beatty
1574,Chicago,Rob Marshall,"Comedy, Crime, Drama",2002-12-10,45000000,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,Queen Latifah,Ekaterina Chtchelkanova,John C. Reilly,Christine Baranski,Lucy Liu,Taye Diggs,Colm Feore,Dominic West,Mya,Deidre Goodwin,Denise Faye,Susan Misner
392,Chocolat,Lasse Hallström,"Comedy, Drama, Romance",2000-12-22,25000000,Juliette Binoche,Judi Dench,Alfred Molina,Lena Olin,Johnny Depp,Hugh O'Conor,Carrie-Anne Moss,John Wood,Peter Stormare,Leslie Caron,Victoire Thivisol,Aurelien Parent Koenig,Ron Cook,Élisabeth Commelin,Antonio Gil
921,Cinderella Man,Ron Howard,"Romance, Drama, History",2005-06-02,88000000,Russell Crowe,Renée Zellweger,Paul Giamatti,Craig Bierko,Paddy Considine,Bruce McGill,David Huband,Connor Price,Ariel Waller,Patrick Louis,Rosemarie DeWitt,Linda Kash,Nicholas Campbell,Gene Pyrz,Chuck Shamata
598,City of God,"Fernando Meirelles, Kátia Lund","Drama, Crime",2002-08-30,3300000,Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen,Douglas Silva,Jonathan Haagensen,Matheus Nachtergaele,Seu Jorge,Jefechander Suplino,Alice Braga,Emerson Gomes,Edson Oliveira,Michel Gomes,Roberta Rodrigues,Luis Otávio,Kiko Marques
2288,Closer,Mike Nichols,"Drama, Romance",2004-12-03,27000000,Jude Law,Natalie Portman,Julia Roberts,Clive Owen,Colin Stinton,Nick Hobbs,Steve Benham,Elizabeth Bower,Daniel Dresner,Rrenford Junior Fagan,Antony Gabriel,Michael Haley,Selena Mars,Steve Morphew,Peter Rnic
2289,Cold Mountain,Anthony Minghella,"War, History, Adventure, Romance",2003-12-24,79000000,Jude Law,Nicole Kidman,Renée Zellweger,Eileen Atkins,Brendan Gleeson,Philip Seymour Hoffman,Natalie Portman,Giovanni Ribisi,Donald Sutherland,Ray Winstone,Kathy Baker,James Gammon,Charlie Hunnam,Jack White,Ethan Suplee
1538,Collateral,Michael Mann,"Drama, Crime, Thriller",2004-08-04,65000000,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Peter Berg,Javier Bardem,Bruce McGill,Klea Scott,Barry Shabaka Henley,Irma P. Hall,Richard T. Jones,Jamie McBride,Troy Blendell,Emilio Rivera,Bodhi Elfman
1640,Crash,Paul Haggis,Drama,2005-05-06,6500000,Don Cheadle,Sandra Bullock,Brendan Fraser,Matt Dillon,Jennifer Esposito,Michael Peña,Terrence Howard,Thandiwe Newton,Ludacris,Larenz Tate,Ryan Phillippe,Shaun Toub,Bahar Soomekh,Ashlyn Sanchez,Karina Arroyave
25196,Crazy Heart,Scott Cooper,"Drama, Music, Romance",2009-12-16,7000000,Jeff Bridges,Maggie Gyllenhaal,Robert Duvall,Colin Farrell,Tom Bower,Paul Herman,Beth Grant,J. Michael Oliva,Brian Gleason,James Keane,Anna Felix,Ryan Bingham,Rick Dial,Debrianna Mansini,Jerry Handy
146,"Crouching Tiger, Hidden Dragon",Ang Lee,"Adventure, Drama, Action, Romance",2000-07-06,17000000,Chow Yun-Fat,Michelle Yeoh,Zhang Ziyi,Chang Chen,Lung Sihung,Cheng Pei-Pei,Li Fazeng,Gao Xian,Hai Yan,Wang Deming,Li Li,Huang Suying,Zhang Jinting,Yang Rui,Li Kai
17654,District 9,Neill Blomkamp,Science Fiction,2009-08-05,30000000,Sharlto Copley,Jason Cope,Nathalie Boltt,Sylvaine Strike,Elizabeth Mkandawie,John Sumner,William Allen Young,Nick Blake,Greg Melvill-Smith,Robert Hobbs,Vanessa Haywood,Morena Busa Sesatsa,Themba Nkosi,Mzwandile Nqoba,Barry Strydom
14359,Doubt,John Patrick Shanley,Drama,2008-12-12,20000000,Meryl Streep,Philip Seymour Hoffman,Amy Adams,Viola Davis,Alice Drummond,Audrie Neenan,Susan Blommaert,Carrie Preston,John Costelloe,Lloyd Clay Brown,Joseph Foster,Bridget Megan Clark,Mike Roukis,Frank Shanley,Frank Dolce
1125,Dreamgirls,Bill Condon,"Drama, Music",2006-12-25,70000000,Jamie Foxx,Beyoncé,Eddie Murphy,Danny Glover,Jennifer Hudson,Anika Noni Rose,Keith D. Robinson,Sharon Leal,Hinton Battle,Mariah Iman Wilson,Yvette Cason,Ken Page,Ralph Louis Harris,Michael-Leon Wooley,Loretta Devine
2252,Eastern Promises,David Cronenberg,"Thriller, Crime, Mystery",2007-09-14,51500000,Viggo Mortensen,Naomi Watts,Vincent Cassel,Armin Mueller-Stahl,Sinéad Cusack,Donald Sumpter,Jerzy Skolimowski,Josef Altin,Aleksandar Mikic,Sarah-Jeanne Labrosse,Lalita Ahmed,Tatiana Maslany,Tereza Srbova,David Papava,Tamer Hassan
4518,Elizabeth,Shekhar Kapur,"Drama, History",1998-09-13,30000000,Cate Blanchett,Joseph Fiennes,Geoffrey Rush,Christopher Eccleston,John Gielgud,Richard Attenborough,Fanny Ardant,Éric Cantona,Vincent Cassel,Kathy Burke,Edward Hardwicke,Emily Mortimer,James Frain,Kelly Macdonald,Kenny Doughty
4517,Elizabeth: The Golden Age,Shekhar Kapur,"Drama, History, Romance",2007-09-09,55000000,Cate Blanchett,Laurence Fox,Clive Owen,Geoffrey Rush,Tom Hollander,Abbie Cornish,Rhys Ifans,Samantha Morton,Jordi Mollà,Eddie Redmayne,Adrian Scarborough,Adam Godley,Robert Cambrinus,Christian Brassington,David Threlfall
462,Erin Brockovich,Steven Soderbergh,Drama,2000-03-17,52000000,Julia Roberts,Albert Finney,Aaron Eckhart,Marg Helgenberger,Cherry Jones,Veanne Cox,Conchata Ferrell,Tracey Walter,Peter Coyote,Michael Harney,Scarlett Pomers,Scotty Leavenworth,Gina Gallego,T.J. Thyne,Valente Rodriguez
38,Eternal Sunshine of the Spotless Mind,Michel Gondry,"Science Fiction, Drama, Romance",2004-03-19,20000000,Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,Tom Wilkinson,Jane Adams,David Cross,Deirdre O'Connell,Thomas Jay Ryan,Ryan Whitney,Lola Daehler,Debbon Ayer,Gerry Robert Byrne,Brian Price
10712,Far from Heaven,Todd Haynes,"Drama, Romance",2002-11-08,13500000,Julianne Moore,Dennis Quaid,Dennis Haysbert,Patricia Clarkson,Viola Davis,James Rebhorn,Bette Henritze,Michael Gaston,Ryan Ward,Lindsay Andretta,Jordan Nia Elizabeth,Kyle Timothy Smith,Celia Weston,Barbara Garrick,Olivia Birkelund
275,Fargo,Joel Coen,"Crime, Drama, Thriller",1996-03-08,7000000,Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell,John Carroll Lynch,Kristin Rudrüd,Bruce Bohne,Steve Reevis,Steve Park,Gary Houston,Sally Wingert,Larissa Kokernot,Melissa Peterman,Tony Denman
866,Finding Neverland,Marc Forster,"Drama, Fantasy",2004-10-29,25000000,Johnny Depp,Kate Winslet,Julie Christie,Dustin Hoffman,Freddie Highmore,Radha Mitchell,Kate Maberly,Joe Prospero,Nick Roud,Luke Spill,Eileen Essell,Ian Hart,Kelly Macdonald,Tim Potter,Toby Jones
1360,Frida,Julie Taymor,"Drama, Romance",2002-08-29,12000000,Salma Hayek Pinault,Alfred Molina,Mía Maestro,Patricia Reyes Spíndola,Edward Norton,Antonio Banderas,Diego Luna,Roger Rees,Ashley Judd,Saffron Burrows,Geoffrey Rush,Margarita Sanz,Omar Rodríguez,Lila Downs,Valeria Golino
11499,Frost/Nixon,Ron Howard,"Drama, History",2008-10-15,25000000,Frank Langella,Michael Sheen,Kevin Bacon,Rebecca Hall,Toby Jones,Matthew Macfadyen,Oliver Platt,Sam Rockwell,Clint Howard,Patty McCormack,Andy Milder,Kate Jennings Grant,Eloy Casados,Gabriel Jarret,Jim Meskimen
10183,Frozen River,Courtney Hunt,"Drama, Crime",2008-03-26,1000000,Melissa Leo,Misty Upham,Charlie McDermott,John Canoe,Jay Klaitz,Dylan Carusona,James Reilly,Michael O'Keefe,Mark Boone Junior,Betty Ouyang,,,,,
3131,Gangs of New York,Martin Scorsese,"Drama, History, Crime",2002-12-14,100000000,Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz,Jim Broadbent,John C. Reilly,Henry Thomas,Liam Neeson,Brendan Gleeson,Gary Lewis,Stephen Graham,Eddie Marsan,Alec McCowen,David Hemmings,Lawrence Gilliard Jr. Cara Seymour,
31908,Ghosts of Mississippi,Rob Reiner,"Drama, History",1996-12-20,30000000,Alec Baldwin,Whoopi Goldberg,James Woods,Craig T. Nelson,Susanna Thompson,Lucas Black,Joseph Tello,Alexa PenaVega,William H. Macy,Lloyd 'Benny' Bennett,Darrell Evers,Yolanda King,James Van Evers,Jerry Levine,Sky Rumph
3558,"Girl, Interrupted",James Mangold,Drama,1999-12-21,40000000,Winona Ryder,Angelina Jolie,Clea DuVall,Brittany Murphy,Elisabeth Moss,Jared Leto,Jeffrey Tambor,Vanessa Redgrave,Whoopi Goldberg,Angela Bettis,Jillian Armenante,Drucie McDaniel,Alison Claire,Christina Myers,Joanna Kerns
98,Gladiator,Ridley Scott,"Action, Drama, Adventure",2000-05-04,103000000,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris,Derek Jacobi,Djimon Hounsou,David Schofield,John Shrapnel,Tomas Arana,Ralf Moeller,Spencer Treat Clark,David Hemmings,Tommy Flanagan,Sven-Ole Thorsen
3033,Gods and Monsters,Bill Condon,Drama,1998-09-12,10000000,Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,David Dukes,Kevin J. O'Connor,Mark Kiely,Jack Plotnick,Rosalind Ayres,Jack Betts,Matt McKenzie,Todd Babcock,Cornelia Hayes O'Herlihy,Brandon Kleyla,Pamela Salem
4771,Gone Baby Gone,Ben Affleck,"Crime, Drama, Mystery",2007-09-18,19000000,Casey Affleck,Michelle Monaghan,Morgan Freeman,Ed Harris,John Ashton,Amy Ryan,Amy Madigan,Titus Welliver,Michael Kenneth Williams,Edi Gathegi,Mark Margolis,Madeline O'Brien,George Carroll,Trudi Goodman,Matthew Maher
3291,"Good Night, and Good Luck.",George Clooney,"Drama, History",2005-09-16,7000000,David Strathairn,Patricia Clarkson,George Clooney,Jeff Daniels,Robert Downey Jr. Frank Langella,Ray Wise,Robert John Burke,Reed Diamond,Tate Donovan,Grant Heslov,Tom McCarthy,Matt Ross,Rose Abdoo,Alex Borstein,
489,Good Will Hunting,Gus Van Sant,Drama,1997-12-05,10000000,Matt Damon,Robin Williams,Ben Affleck,Stellan Skarsgård,Minnie Driver,Casey Affleck,Cole Hauser,Vik Sahay,John Mighton,Rachel Majorowski,Colleen McCauley,Matt Mercier,Ralph St. George,Rob Lynds,Dan Washington
5279,Gosford Park,Robert Altman,"Drama, Mystery, Thriller",2001-12-26,19800000,Maggie Smith,Michael Gambon,Kristin Scott Thomas,Camilla Rutherford,Charles Dance,Geraldine Somerville,Tom Hollander,Natasha Wightman,Jeremy Northam,Bob Balaban,James Wilby,Claudie Blakley,Laurence Fox,Trent Ford,Ryan Phillippe
7859,Half Nelson,Ryan Fleck,Drama,2006-08-11,700000,Ryan Gosling,Shareeka Epps,Anthony Mackie,Jeff Lima,Monique Gabriela Curnen,Tina Holmes,Nathan Corbett,Tyra Kwao-Vovo,Rosemary Ledee,Tristan Mack Wilds,Bryce Silver,Kaela C. Pabon,Erica Rivera,Stephanie Bast,Eleanor Hutchins
46992,Hilary and Jackie,Anand Tucker,"Drama, Music",1998-12-30,0,Emily Watson,Rachel Griffiths,James Frain,David Morrissey,Charles Dance,Celia Imrie,Rupert Penry-Jones,Bill Paterson,Auriol Evans,Keylee Jade Flanders,Nyree Dawn Porter,Maggie McCarthy,Vernon Dobtcheff,Anthony Smee,Delia Lindsay
205,Hotel Rwanda,Terry George,"Drama, History, War",2004-12-22,17500000,Don Cheadle,Sophie Okonedo,Nick Nolte,Fana Mokoena,Desmond Dube,Hakeem Kae-Kazim,Tony Kgoroge,Cara Seymour,David O'Hara,Joaquin Phoenix,Mosa Kaiser,Mathabo Pieterson,Ofentse Modiselle,Xolani Mali,Rosie Motene
11093,House of Sand and Fog,Vadim Perelman,Drama,2003-12-19,16500000,Jennifer Connelly,Ben Kingsley,Ron Eldard,Frances Fisher,Kim Dickens,Shohreh Aghdashloo,Jonathan Ahdout,Navi Rawat,Kia Jam,Carlos Gómez,Jaleh Modjallal,Samira Damavandi,Matthew Simonian,Namrata Singh Gujral,Nasser Faris
10476,Hustle & Flow,Craig Brewer,"Crime, Drama, Music",2005-07-22,8000000,Terrence Howard,Anthony Anderson,Taryn Manning,Taraji P. Henson,DJ Qualls,Ludacris,Paula Jai Parker,Elise Neal,Isaac Hayes,Juicy J,William Engram,Bobby Sandimanie,Haystak,Claude Phillips,Josey Scott
10950,I Am Sam,Jessie Nelson,Drama,2001-12-28,22000000,Sean Penn,Michelle Pfeiffer,Dianne Wiest,Dakota Fanning,Richard Schiff,Loretta Devine,Marin Hinkle,Laura Dern,Brad Silverman,Joseph Rosenberg,Stanley DeSantis,Doug Hutchison,Bobby Cooper,Mary Steenburgen,Eileen Ryan
3902,I'm Not There,Todd Haynes,"Drama, Music",2007-10-01,20000000,Christian Bale,Cate Blanchett,Marcus Carl Franklin,Richard Gere,Heath Ledger,Ben Whishaw,Charlotte Gainsbourg,David Cross,Bruce Greenwood,Julianne Moore,Michelle Williams,Richie Havens,Peter Friedman,Alison Folland,Yolonda Ross
10806,In & Out,Frank Oz,Comedy,1997-09-10,35000000,Kevin Kline,Joan Cusack,Tom Selleck,Matt Dillon,Debbie Reynolds,Wilford Brimley,Bob Newhart,Gregory Jbara,Shalom Harlow,Shawn Hatosy,Zak Orth,Lauren Ambrose,Deborah Rush,June Squibb,Alice Drummond
10511,In America,Jim Sheridan,Drama,2003-09-22,0,Samantha Morton,Paddy Considine,Sarah Bolger,Emma Bolger,Djimon Hounsou,David Wike,Michael Sean Tighe,Juan Carlos Hernández,René Millan,Nick Dunning,Frank Wood,Merrina Millsapp,Bernadette Quigley,Adrian Martinez,Des Bishop
1999,In the Bedroom,Todd Field,"Drama, Thriller",2001-11-23,1700000,Tom Wilkinson,Sissy Spacek,Nick Stahl,Marisa Tomei,William Mapother,William Wise,Celia Weston,Karen Allen,Frank T. Wells,W. Clapham Murray,Justin Ashforth,Terry A. Burgess,Jonathan Walsh,Diane E. Hamlin,Camden Munson
6973,In the Valley of Elah,Paul Haggis,"History, Drama, Thriller, Crime, Mystery",2007-09-14,23000000,Tommy Lee Jones,Charlize Theron,Susan Sarandon,Frances Fisher,James Franco,Jonathan Tucker,Jason Patric,Josh Brolin,Wes Chatham,Jake McLaughlin,Mehcad Brooks,Wayne Duvall,Brent Briscoe,Barry Corbin,Greg Serano
16869,Inglourious Basterds,Quentin Tarantino,"Drama, Thriller, War",2009-08-02,70000000,Brad Pitt,Mélanie Laurent,Christoph Waltz,Eli Roth,Michael Fassbender,Diane Kruger,Daniel Brühl,Til Schweiger,Gedeon Burkhard,Jacky Ido,B. J. Novak,Omar Doom,August Diehl,Denis Ménochet,Sylvester Groth
5915,Into the Wild,Sean Penn,"Adventure, Drama",2007-09-21,15000000,Emile Hirsch,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker,Catherine Keener,Vince Vaughn,Kristen Stewart,Hal Holbrook,Thure Lindhardt,Signe Egholm Olsen,Jim Gallien,James J. O'Neill,Malinda McCollum,Paul Knauls
22954,Invictus,Clint Eastwood,"Drama, History",2009-12-11,60000000,Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,Matt Stern,Julian Lewis Jones,Adjoa Andoh,Marguerite Wheatley,Leleti Khumalo,Patrick Lyster,Penny Downie,Sibongile Nojila,Bonnie Mbuli,Shakes Myeko,Louis Minnaar
11889,Iris,Richard Eyre,"Drama, Romance",2001-12-14,5500000,Kate Winslet,Judi Dench,Jim Broadbent,Hugh Bonneville,Penelope Wilton,Samuel West,Timothy West,Kris Marshall,Juliet Aubrey,Derek Hutchinson,Juliet Howland,Saira Todd,Stephen Marcus,Pauline McLynn,Eleanor Bron
184,Jackie Brown,Quentin Tarantino,"Crime, Drama, Thriller",1997-12-25,12000000,Pam Grier,Samuel L. Jackson,Robert De Niro,Bridget Fonda,Michael Keaton,Robert Forster,Michael Bowen,Chris Tucker,LisaGay Hamilton,Tommy Lister Jr. Hattie Winston,Sid Haig,Aimee Graham,Ellis Williams,Tangie Ambrose,
9390,Jerry Maguire,Cameron Crowe,"Comedy, Drama, Romance",1996-12-13,50000000,Tom Cruise,Renée Zellweger,Cuba Gooding Jr. Kelly Preston,Jerry O'Connell,Jay Mohr,Regina King,Bonnie Hunt,Jonathan Lipnicki,Todd Louiso,Mark Pellington,Jeremy Suarez,Jared Jussim,Benjamin Kimball Smith,Ingrid Beer,
24803,Julie & Julia,Nora Ephron,"Romance, Drama",2009-08-06,40000000,Meryl Streep,Amy Adams,Stanley Tucci,Chris Messina,Linda Emond,Helen Carey,Mary Lynn Rajskub,Jane Lynch,Joan Juliet Buck,Crystal McCreary,George Bartenieff,Vanessa Ferlito,Casey Wilson,Jillian Bach,Andrew Garman
1444,Junebug,Phil Morrison,"Comedy, Drama",2005-08-03,1000000,Amy Adams,Embeth Davidtz,Ben McKenzie,Alessandro Nivola,Celia Weston,Scott Wilson,David Kuhn,Alicia Van Couvering,Jerry Minor,Matt Besser,Will Oldham,Frank Hoyt Taylor,Bobby Tisdale,Beth Bostic,Joanne Pankow
7326,Juno,Jason Reitman,"Comedy, Drama, Romance",2007-12-05,7500000,Elliot Page,Michael Cera,Jennifer Garner,Jason Bateman,J.K. Simmons,Allison Janney,Olivia Thirlby,Eileen Pedde,Rainn Wilson,Daniel Clark,Darla Fay,Aman Johal,Valerie Tian,Emily Perkins,Kaaren de Zilva
11184,Kinsey,Bill Condon,Drama,2004-09-04,11000000,Liam Neeson,Laura Linney,Chris O'Donnell,Peter Sarsgaard,Timothy Hutton,John Lithgow,Tim Curry,Oliver Platt,Dylan Baker,Julianne Nicholson,William Sadler,John McMartin,Veronica Cartwright,Kathleen Chalfant,Heather Goldenhersh
2118,L.A. Confidential,Curtis Hanson,"Crime, Mystery, Thriller, Drama",1997-09-19,35000000,Kevin Spacey,Russell Crowe,Guy Pearce,James Cromwell,Kim Basinger,Danny DeVito,David Strathairn,Ron Rifkin,Graham Beckel,Amber Smith,John Mahon,Paul Guilfoyle,Matt McCoy,Paolo Seganti,Simon Baker
1407,La Vie en Rose,Olivier Dahan,"Music, Drama",2007-02-14,25000000,Marion Cotillard,Sylvie Testud,Pascal Greggory,Emmanuelle Seigner,Jean-Paul Rouve,Gérard Depardieu,Clotilde Courau,Jean-Pierre Martins,Catherine Allégret,Marc Barbé,Caroline Silhol,Manon Chevallier,Pauline Burlet,Élisabeth Commelin,André Penvern
1251,Letters from Iwo Jima,Clint Eastwood,"Action, Drama, War",2006-12-09,19000000,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryo Kase,Shido Nakamura,Hiroshi Watanabe,Takumi Bando,Yuki Matsuzaki,Takashi Yamaguchi,Eijiro Ozaki,Nae Yuuki,Nobumasa Sakagami,Luke Eberl,Sonny Saito,Steve Santa Sekiyoshi
637,Life Is Beautiful,Roberto Benigni,"Comedy, Drama",1997-12-20,20000000,Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Giustino Durano,Sergio Bini Bustric,Marisa Paredes,Horst Buchholz,Lidia Alfonsi,Giuliana Lojodice,Amerigo Fontani,Pietro De Silva,Francesco Guzzo,Raffaella Lebboroni,Claudio Alfonsi,Gil Baroni
1440,Little Children,Todd Field,"Drama, Romance",2006-10-06,26000000,Kate Winslet,Patrick Wilson,Jennifer Connelly,Gregg Edelman,Sadie Goldstein,Ty Simpkins,Noah Emmerich,Jackie Earle Haley,Phyllis Somerville,Helen Carey,Catherine Wolf,Mary B. McCann,Trini Alvarado,Marsha Dietlein,Jane Adams
773,Little Miss Sunshine,"Jonathan Dayton, Valerie Faris","Comedy, Drama",2006-07-26,8000000,Greg Kinnear,Toni Collette,Steve Carell,Paul Dano,Abigail Breslin,Alan Arkin,Bryan Cranston,Beth Grant,Wallace Langham,Matt Winston,Julio Oscar Mechoso,Marc Turtletaub,Jill Talley,Brenda Canela,Chuck Loring
8545,Little Voice,Mark Herman,"Comedy, Drama, Music",1998-11-05,0,Brenda Blethyn,Michael Caine,Ewan McGregor,Jane Horrocks,Jim Broadbent,Annette Badland,Philip Jackson,Adam Fogerty,Fred Feast,Graham Turner,Dick Van Winkle,Karen Gregory,James Welsh,Alex Norton,Howard Grace
153,Lost in Translation,Sofia Coppola,"Drama, Comedy, Romance",2003-09-18,4000000,Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,Akiko Takeshita,Kazuyoshi Minamimagoe,Kazuko Shibata,Take,Ryuichiro Baba,Akira Yamaguchi,Catherine Lambert,François du Bois,Tim Leffman,Gregory Pekar,Richard Allen
334,Magnolia,Paul Thomas Anderson,Drama,1999-12-17,37000000,Tom Cruise,Philip Baker Hall,Philip Seymour Hoffman,Julianne Moore,William H. Macy,John C. Reilly,Melora Walters,Jeremy Blackman,Jason Robards,Melinda Dillon,Michael Bowen,April Grace,Ricky Jay,Emmanuel Johnson,Pat Healy
436,Maria Full of Grace,Joshua Marston,"Drama, Thriller, Crime",2004-04-02,3000000,Catalina Sandino Moreno,Guilied Lopez,Yenny Paola Vega,Jhon Álex Toro,Virgina Ariza,Rodrigo Sánchez Borhorquez,Charles Albert Patiño,Wilson Guerrero,Johanna Andrea Mora,Evangelina Morales,Jaime Osorio Gómez,Victor Macias,Hugo Ferro,Ana María Acosta,Patricia Rae
9819,Marvin's Room,Jerry Zaks,Drama,1996-12-18,23000000,Meryl Streep,Diane Keaton,Leonardo DiCaprio,Robert De Niro,Hume Cronyn,Gwen Verdon,Hal Scardino,Dan Hedaya,Margo Martindale,Cynthia Nixon,Kelly Ripa,John Callahan,Olga Merediz,Joe Lisi,Steve DuMouchel
8619,Master and Commander: The Far Side of the World,Peter Weir,"Adventure, Drama, War",2003-11-14,150000000,Russell Crowe,Paul Bettany,James D'Arcy,Robert Pugh,David Threlfall,Lee Ingleby,Max Pirkis,Max Benitz,Billy Boyd,Edward Woodall,Chris Larkin,George Innes,Richard McCabe,Mark Lewis Jones,Jack Randall
4566,Michael Clayton,Tony Gilroy,"Drama, Thriller, Crime",2007-09-28,25000000,George Clooney,Tom Wilkinson,Tilda Swinton,Sydney Pollack,Michael O'Keefe,Ken Howard,Sean Cullen,Merritt Wever,Austin Williams,Robert Prescott,Terry Serpico,David Lansbury,Bill Raymond,David Zayas,Christopher Mann
10139,Milk,Gus Van Sant,"History, Drama",2008-11-05,20000000,Sean Penn,Emile Hirsch,Josh Brolin,Diego Luna,James Franco,Alison Pill,Victor Garber,Denis O'Hare,Joseph Cross,Stephen Spinella,Boyd Holbrook,Lucas Grabeel,Jeff Koons,Brent Corrigan,Dave Franco
70,Million Dollar Baby,Clint Eastwood,Drama,2004-12-05,30000000,Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel,Mike Colter,Lucia Rijker,Brían F. O'Byrne,Anthony Mackie,Margo Martindale,Riki Lindhome,Michael Peña,Benito Martinez,Bruce MacVittie,David Powledge,Joe D'Angerio
504,Monster,Patty Jenkins,"Crime, Drama",2003-12-24,8000000,Charlize Theron,Christina Ricci,Bruce Dern,Lee Tergesen,Annie Corley,Pruitt Taylor Vince,Marco St. John,Marc Macaulay,Scott Wilson,Rus Blackwell,Tim Ware,Stephan Jones,Brett Rice,Kaitlin Riley,Cree Ivey
1365,Monster's Ball,Marc Forster,"Drama, Romance",2001-12-26,4000000,Billy Bob Thornton,Heath Ledger,Halle Berry,Sean Combs,Yasiin Bey,Will Rokos,Milo Addica,Coronji Calhoun,Peter Boyle,Taylor Simpson,Gabrielle Witcher,Amber Rules,Charles Cowan Jr. Taylor LaGrange,Anthony Bean,
824,Moulin Rouge!,Baz Luhrmann,"Drama, Romance, Music",2001-05-18,52500000,Ewan McGregor,Nicole Kidman,John Leguizamo,Jim Broadbent,Richard Roxburgh,Garry McDonald,Jacek Koman,Matthew Whittet,Kerry Walker,Caroline O'Connor,Christine Anu,Natalie Mendoza,Lara Mulcahy,David Wenham,Kylie Minogue
17589,Mrs Brown,John Madden,"Drama, History, Romance",1997-07-18,0,Judi Dench,Billy Connolly,Geoffrey Palmer,Antony Sher,Gerard Butler,Richard Pasco,David Westhead,Georgie Glen,Sara Stewart,Finty Williams,Oliver Ford Davies,Delia Lindsay,Bridget McConnell,Claire Nicolson,Hattie Ladbury
