tmdb_id,title,director,genres,release_date,budget,Cast 1,Cast 2,Cast 3,Cast 4,Cast 5,Cast 6,Cast 7,Cast 8,Cast 9,Cast 10,Cast 11,Cast 12,Cast 13,Cast 14,Cast 15
224141,Into the Woods,Rob Marshall,"Fantasy, Comedy",2014-12-24,50000000,Anna Kendrick,Meryl Streep,Lilla Crawford,James Corden,Emily Blunt,Johnny Depp,Daniel Huttlestone,Chris Pine,Christine Baranski,Tammy Blanchard,Lucy Punch,Mackenzie Mauzy,Billy Magnussen,Tracey Ullman,Richard Glover
376866,Jackie,Pablo Larraín,Drama,2016-12-02,9000000,Natalie Portman,Peter Sarsgaard,Greta Gerwig,Billy Crudup,John Hurt,Richard E. Grant,Caspar Phillipson,Beth Grant,John Carroll Lynch,Max Casella,Sara Verhagen,Hélène Kuhn,Deborah Findlay,Corey Johnson,Aidan O'Hare
515001,Jojo Rabbit,Taika Waititi,"Comedy, War, Drama",2019-10-18,14000000,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Taika Waititi,Sam Rockwell,Rebel Wilson,Alfie Allen,Stephen Merchant,Archie Yates,Luke Brandon Field,Sam Haygarth,Stanislav Callas,Joe Weintraub,Brian Caspe,Gabriel Andrews
475557,Joker,Todd Phillips,"Crime, Thriller, Drama",2019-10-01,55000000,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,Brett Cullen,Shea Whigham,Bill Camp,Glenn Fleshler,Leigh Gill,Josh Pais,Rocco Luna,Marc Maron,Sondra James,Murphy Guyer,Douglas Hodge
274479,Joy,David O. Russell,"Drama, Comedy",2015-12-24,60000000,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Edgar Ramírez,Diane Ladd,Virginia Madsen,Isabella Rossellini,Dascha Polanco,Elisabeth Röhm,Susan Lucci,Laura Wright,Maurice Benard,Donna Mills,Jimmy Jean-Louis,Ken Howard
583406,Judas and the Black Messiah,Shaka King,"Drama, History",2021-02-12,26000000,Daniel Kaluuya,LaKeith Stanfield,Jesse Plemons,Dominique Fishback,Ashton Sanders,Algee Smith,Darrell Britt-Gibson,Lil Rel Howery,Dominique Thorne,Martin Sheen,Amari Cheatom,Khris Davis,Ian Duff,Caleb Eberhardt,Robert Longstreet
491283,Judy,Rupert Goold,"Drama, History, Music",2019-09-27,10000000,Renée Zellweger,Jessie Buckley,Finn Wittrock,Rufus Sewell,Michael Gambon,Richard Cordery,Royce Pierreson,Darci Shaw,Andy Nyman,Daniel Cerqueira,Bella Ramsey,Lewin Lloyd,Tom Durant-Pritchard,John Dagleish,Adrian Lukis
466420,Killers of the Flower Moon,Martin Scorsese,"Crime, History, Drama",2023-10-18,200000000,Leonardo DiCaprio,Robert De Niro,Lily Gladstone,Jesse Plemons,Tantoo Cardinal,John Lithgow,Brendan Fraser,Cara Jade Myers,JaNae Collins,Jillian Dion,Jason Isbell,William Belleau,Louis Cancelmi,Scott Shepherd,Everett Waller
614917,King Richard,Reinaldo Marcus Green,"Drama, History",2021-11-18,50000000,Will Smith,Aunjanue Ellis-Taylor,Saniyya Sidney,Demi Singleton,Jon Bernthal,Mikayla LaShae Bartholomew,Tony Goldwyn,Susie Abromeit,Dylan McDermott,Judith Chapman,Erin Cummings,Katrina Begin,Andy Bean,Kevin Dunn,Craig Tate
313369,La La Land,Damien Chazelle,"Comedy, Drama, Romance",2016-12-01,30000000,Ryan Gosling,Emma Stone,John Legend,Rosemarie DeWitt,Finn Wittrock,Callie Hernandez,Sonoya Mizuno,Jessica Rothe,Tom Everett Scott,Josh Pence,J.K. Simmons,Amiée Conn,Terry Walters,Thom Shelton,Cinda Adams
391713,Lady Bird,Greta Gerwig,"Drama, Comedy",2017-09-01,10000000,Saoirse Ronan,Laurie Metcalf,Tracy Letts,Lucas Hedges,Timothée Chalamet,Beanie Feldstein,Lois Smith,Stephen McKinley Henderson,Odeya Rush,Jordan Rodrigues,Marielle Scott,John Karna,Jake McDorman,Bayne Gibby,Laura Marano
82695,Les Misérables,Tom Hooper,"History, Drama",2012-12-18,61000000,Hugh Jackman,Russell Crowe,Amanda Seyfried,Anne Hathaway,Eddie Redmayne,Sacha Baron Cohen,Helena Bonham Carter,Aaron Tveit,Samantha Barks,Daniel Huttlestone,Fra Fee,Hugh Skinner,Alistair Brammer,Killian Donnelly,Adam Pearce
718032,Licorice Pizza,Paul Thomas Anderson,"Drama, Comedy, Romance",2021-11-26,40000000,Alana Haim,Cooper Hoffman,Sean Penn,Tom Waits,Bradley Cooper,Benny Safdie,Skyler Gisondo,Mary Elizabeth Ellis,John Michael Higgins,Christine Ebersole,Harriet Sansom Harris,Joseph Cross,Danielle Haim,Este Haim,Moti Haim
87827,Life of Pi,Ang Lee,"Adventure, Drama",2012-11-20,120000000,Suraj Sharma,Irrfan Khan,Ayush Tandon,Gautam Belur,Adil Hussain,Tabu,Ayaan Khan,Mohd Abbas Khaleeli,Vibish Sivakumar,Rafe Spall,Gérard Depardieu,James Saito,Jun Naito,Andrea Di Stefano,Shravanthi Sainath
72976,Lincoln,Steven Spielberg,"History, Drama",2012-11-09,65000000,Daniel Day-Lewis,Sally Field,David Strathairn,Joseph Gordon-Levitt,James Spader,Hal Holbrook,Tommy Lee Jones,John Hawkes,Jackie Earle Haley,Bruce McGill,Tim Blake Nelson,Joseph Cross,Jared Harris,Lee Pace,Peter McRobbie
334543,Lion,Garth Davis,Drama,2016-11-24,12000000,Dev Patel,Rooney Mara,David Wenham,Nicole Kidman,Abhishek Bharate,Divian Ladwa,Priyanka Bose,Deepti Naval,Tannishtha Chatterjee,Nawazuddin Siddiqui,Sunny Pawar,Keshav Jadhav,Benjamin Rigby,Kaushik Sen,Riddhi Sen
331482,Little Women,Greta Gerwig,"Drama, Romance",2019-12-25,40000000,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,Laura Dern,Timothée Chalamet,Tracy Letts,Bob Odenkirk,James Norton,Louis Garrel,Jayne Houdyshell,Chris Cooper,Meryl Streep,Rafael Silva,Mason Alban
760099,Living,Oliver Hermanus,Drama,2022-11-04,10000000,Bill Nighy,Aimee Lou Wood,Alex Sharp,Tom Burke,Adrian Rawlins,Oliver Chris,Hubert Burton,Zoe Boyle,Barney Fishwick,Patsy Ferran,Michael Cochrane,Lia Williams,Anant Varman,Jessica Flood,Jamie Wilkes
339419,Loving,Jeff Nichols,"Drama, Romance",2016-11-04,9000000,Joel Edgerton,Ruth Negga,Michael Shannon,Marton Csokas,Nick Kroll,Bill Camp,Sharon Blackwood,Alano Miller,Terri Abney,David Jensen,Jon Bass,Christopher Mann,Winter-Lee Holland,Michael Abbott Jr. Chris Greene,
615667,Ma Rainey's Black Bottom,George C. Wolfe,"Drama, Music",2020-11-25,0,Viola Davis,Chadwick Boseman,Colman Domingo,Glynn Turman,Michael Potts,Jeremy Shamos,Jonny Coyne,Taylour Paige,Dusan Brown,Joshua Harto,Quinn VanAntwerp,Chloe Davis,Mayte Natalio,Johanna Elmina Moise,Onyxx Noel
76341,Mad Max: Fury Road,George Miller,"Action, Adventure, Science Fiction",2015-05-13,150000000,Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Josh Helman,Nathan Jones,Zoë Kravitz,Rosie Huntington-Whiteley,Riley Keough,Abbey Lee,Courtney Eaton,John Howard,Richard Carter,Iota,Angus Sampson
523607,Maestro,Bradley Cooper,"Drama, Romance, Music",2023-11-22,80000000,Carey Mulligan,Bradley Cooper,Matt Bomer,Vincenzo Amato,Greg Hildreth,Michael Urie,Brian Klugman,Nick Blaemire,Mallory Portnoy,Alexandra Santini,Jarrod LaBine,Sarah Silverman,Kate Eastman,William Hill,Valéry Lessard
334541,Manchester by the Sea,Kenneth Lonergan,Drama,2016-11-17,9000000,Casey Affleck,Lucas Hedges,Michelle Williams,Kyle Chandler,C.J. Wilson,Gretchen Mol,Matthew Broderick,Anna Baryshnikov,Heather Burns,Ivy O'Brien,Kara Hayward,Tom Kemp,Josh Hamilton,Tate Donovan,Ruibo Qian
614560,Mank,David Fincher,"Drama, History",2020-11-13,25000000,Gary Oldman,Amanda Seyfried,Lily Collins,Arliss Howard,Tom Pelphrey,Sam Troughton,Ferdinand Kingsley,Tuppence Middleton,Tom Burke,Joseph Cross,Jamie McShane,Toby Leonard Moore,Monika Gossmann,Charles Dance,Jack Romano
492188,Marriage Story,Noah Baumbach,Drama,2019-09-28,18000000,Adam Driver,Scarlett Johansson,Laura Dern,Alan Alda,Ray Liotta,Julie Hagerty,Merritt Wever,Azhy Robertson,Wallace Shawn,Martha Kelly,Mark O'Brien,Julia Greer,Matthew Maher,Eric Berryman,Mickey Sumner
59436,Midnight in Paris,Woody Allen,"Fantasy, Comedy, Romance",2011-05-11,17000000,Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller,Adrien Brody,Carla Bruni,Marion Cotillard,Michael Sheen,Nina Arianda,Tom Hiddleston,Mimi Kennedy,Alison Pill,Léa Seydoux,Corey Stoll,Maurice Sonnenberg
615643,Minari,Lee Isaac Chung,Drama,2021-02-12,2000000,Steven Yeun,Han Ye-ri,Youn Yuh-jung,Will Patton,Alan Kim,Noel Kate Cho,Darryl Cox,Esther Moon,Ben Hall,Eric Starkey,Jacob Wade,James Carroll,Jenny Phagan,Tina Parker,Chloe Lee
60308,Moneyball,Bennett Miller,Drama,2011-09-23,50000000,Brad Pitt,Jonah Hill,Philip Seymour Hoffman,Robin Wright,Chris Pratt,Stephen Bishop,Reed Diamond,Brent Jennings,Ken Medlock,Tammy Blanchard,Jack McGee,Vyto Ruginis,Nick Searcy,Glenn Morshower,Casey Bond
376867,Moonlight,Barry Jenkins,Drama,2016-10-21,4000000,Trevante Rhodes,André Holland,Janelle Monáe,Ashton Sanders,Jharrel Jerome,Alex R. Hibbert,Jaden Piner,Naomie Harris,Mahershala Ali,Shariff Earp,Duan Sanderson,Herman 'Caheei McGloun,Kamal Ani-Bellow,Keomi Givens,Eddie Blanchard
414425,Mudbound,Dee Rees,Drama,2017-11-16,10000000,Carey Mulligan,Jason Clarke,Jason Mitchell,Mary J. Blige,Garrett Hedlund,Rob Morgan,Jonathan Banks,Kelvin Harrison Jr. Kerry Cahill,Claudio Laniado,Kennedy Derosin,Dylan Arnold,Lucy Faust,Henry Frost,Jason Kirkpatrick,
75900,My Week with Marilyn,Simon Curtis,"Drama, Romance",2011-11-23,6400000,Michelle Williams,Kenneth Branagh,Eddie Redmayne,Dominic Cooper,Philip Jackson,Derek Jacobi,Toby Jones,Michael Kitchen,Julia Ormond,Simon Russell Beale,Dougray Scott,Zoë Wanamaker,Emma Watson,Judi Dench,Jim Carter
129670,Nebraska,Alexander Payne,"Drama, Adventure",2013-09-21,12000000,Bruce Dern,Will Forte,June Squibb,Bob Odenkirk,Stacy Keach,Mary Louise Wilson,Rance Howard,Tim Driscoll,Devin Ratray,Angela McEwan,Glendora Stitt,Elizabeth Moore,Kevin Kunkel,Dennis McCoig,Ronald Vosta
1028196,Nickel Boys,RaMell Ross,"Drama, History",2024-12-13,23200000,Ethan Herisse,Brandon Wilson,Aunjanue Ellis-Taylor,Hamish Linklater,Gralen Bryant Banks,Fred Hechinger,Jimmie Fails,Luke Tennie,Bryan Gael Guzman,Ethan Cole Sharp,Sam Malone,Najah Bradley,Jase Stidwell,Legacy Jones,Ky'druis Follins
597208,Nightmare Alley,Guillermo del Toro,"Crime, Drama, Thriller",2021-12-02,60000000,Bradley Cooper,Cate Blanchett,Toni Collette,Willem Dafoe,Richard Jenkins,Rooney Mara,Ron Perlman,Mary Steenburgen,David Strathairn,Mark Povinelli,Peter MacNeill,Holt McCallany,Paul Anderson,Lara Jean Chorostecki,Jim Beaver
340666,Nocturnal Animals,Tom Ford,"Drama, Thriller",2016-11-04,22500000,Amy Adams,Jake Gyllenhaal,Michael Shannon,Aaron Taylor-Johnson,Isla Fisher,Ellie Bamber,Armie Hammer,Karl Glusman,Robert Aramayo,Laura Linney,Andrea Riseborough,Michael Sheen,Bobbi Salvör Menuez,Imogen Waterhouse,Franco Vega
581734,Nomadland,Chloé Zhao,Drama,2021-01-29,5000000,Frances McDormand,David Strathairn,Linda May,Swankie,Gay DeForest,Patricia Grier,Angela Reyes,Carl R. Hughes,Douglas G. Soul,Ryan Aquino,Teresa Buchanan,Karie Lynn McDermott Wilder,Brandy Wilber,Makenzie Etcheverry,Bob Wells
895549,NYAD,"Elizabeth Chai Vasarhelyi, Jimmy Chin","Drama, History",2023-10-18,0,Annette Bening,Jodie Foster,Rhys Ifans,Ethan Jones Romero,Luke Cosgrove,Jeena Yi,Eric T. Miller,Anne Marie Kempf,Carolyn McCormick,Marcos Diaz,Belle Darling,Pearl Darling,Johnny Solo,Anna Harriette Pittman,Hanler Rodríguez
466272,Once Upon a Time... in Hollywood,Quentin Tarantino,"Comedy, Drama, Thriller",2019-07-24,95000000,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,Margaret Qualley,Timothy Olyphant,Julia Butters,Austin Butler,Dakota Fanning,Bruce Dern,Mike Moh,Luke Perry,Damian Lewis,Al Pacino,Nicholas Hammond
661914,One Night in Miami...,Regina King,Drama,2020-12-25,0,Kingsley Ben-Adir,Eli Goree,Aldis Hodge,Leslie Odom Jr. Joaquina Kalukango,Nicolette Robinson,Michael Imperioli,Lawrence Gilliard Jr. Christian Magby,Jeremy Pope,Christopher Gorham,Beau Bridges,Lance Reddick,Derek Roberts,Emily Bridges,,
872585,Oppenheimer,Christopher Nolan,"Drama, History",2023-07-19,100000000,Cillian Murphy,Emily Blunt,Matt Damon,Robert Downey Jr. Florence Pugh,Josh Hartnett,Casey Affleck,Rami Malek,Kenneth Branagh,Benny Safdie,Jason Clarke,Dylan Arnold,Tom Conti,James D'Arcy,David Dastmalchian,
519010,Pain and Glory,Pedro Almodóvar,Drama,2019-03-22,10769016,Antonio Banderas,Asier Etxeandia,Leonardo Sbaraglia,Nora Navas,Julieta Serrano,Penélope Cruz,César Vicente,Asier Flores,Cecilia Roth,Susi Sánchez,Raúl Arévalo,Pedro Casablanc,Julián López,Eva Martín,Sara Sierra
766798,Parallel Mothers,Pedro Almodóvar,Drama,2021-10-08,11000000,Penélope Cruz,Milena Smit,Israel Elejalde,Aitana Sánchez-Gijón,Rossy de Palma,Julieta Serrano,Arantxa Aranguren,Adelfa Calvo,José Javier Domínguez,Trinidad Iglesias,Inma Ochoa,Ana Peleteiro,Daniela Santiago,Chema Adeva,Luna Auria Contreras
496243,Parasite,Bong Joon Ho,"Comedy, Thriller, Drama",2019-05-30,11363000,Song Kang-ho,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-shik,Park So-dam,Lee Jung-eun,Jang Hye-jin,Park Myung-hoon,Jung Zi-so,Jung Hyeon-jun,Park Keun-rok,Jung Yi-seo,Cho Jae-myung,Jeong Ik-han,Kim Kyu-baek
666277,Past Lives,Celine Song,"Drama, Romance",2023-06-02,12000000,Greta Lee,Teo Yoo,John Magaro,Moon Seung-ah,Leem Seung-min,Yoon Ji-hye,Choi Won-young,An Min-young,Seo Yeon-woo,Chang Ki-ha,Shin Hee-cheol,Park Jun-hyuk,Jack Alberts,Jane Yubin Kim,Noo Ri Song
400617,Phantom Thread,Paul Thomas Anderson,"Drama, Romance",2017-12-25,35000000,Daniel Day-Lewis,Vicky Krieps,Lesley Manville,Camilla Rutherford,Gina McKee,Brian Gleeson,Harriet Sansom Harris,Lujza Richter,Julia Davis,Julie Vollono,Sue Clark,Joan Brown,Harriet Leitch,Dinah Nicholson,Julie Duck
205220,Philomena,Stephen Frears,Drama,2013-11-01,12000000,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,Barbara Jefford,Ruth McCabe,Peter Hermann,Sean Mahon,Anna Maxwell Martin,Michelle Fairley,Wunmi Mosaku,Amy McAllister,Charlie Murphy,Cathy Belton,Kate Fleetwood
641662,Pieces of a Woman,Kornél Mundruczó,Drama,2020-12-30,0,Vanessa Kirby,Shia LaBeouf,Ellen Burstyn,Sarah Snook,Iliza Shlesinger,Benny Safdie,Molly Parker,Steven McCarthy,Tyrone Benskin,Frank Schorpion,Harry Standjofski,Domenic Di Rosa,Jimmie Fails,Juliette Casagrande,Gayle Garfinkle
792307,Poor Things,Yorgos Lanthimos,"Science Fiction, Romance, Comedy",2023-12-07,35000000,Emma Stone,Mark Ruffalo,Willem Dafoe,Ramy Youssef,Christopher Abbott,Suzy Bemba,Jerrod Carmichael,Kathryn Hunter,Vicki Pepperdine,Hanna Schygulla,Margaret Qualley,Jack Barton,Charlie Hiscock,Attila Dobai,Emma Hindle
582014,Promising Young Woman,Emerald Fennell,"Thriller, Crime, Drama",2020-12-13,10000000,Carey Mulligan,Bo Burnham,Alison Brie,Clancy Brown,Jennifer Coolidge,Laverne Cox,Chris Lowell,Molly Shannon,Connie Britton,Adam Brody,Max Greenfield,Christopher Mintz-Plasse,Steve Monroe,Sam Richardson,Ray Nicholson
27585,Rabbit Hole,John Cameron Mitchell,Drama,2010-12-16,5000000,Nicole Kidman,Aaron Eckhart,Dianne Wiest,Miles Teller,Tammy Blanchard,Sandra Oh,Giancarlo Esposito,Jon Tenney,Stephen Mailer,Mike Doyle,Roberta Wallach,Patricia Kalember,Ali Marsh,Yetta Gottesman,Colin Mitchell
292011,Richard Jewell,Clint Eastwood,"Drama, History",2019-12-13,45000000,Paul Walter Hauser,Jon Hamm,Kathy Bates,Sam Rockwell,Olivia Wilde,Nina Arianda,Ian Gomez,Wayne Duvall,Dylan Kussman,Mike Pniewski,Brandon Stanley,Ryan Boz,Charles Green,Ronnie Allen,David Lengel
426426,Roma,Alfonso Cuarón,Drama,2018-11-21,15000000,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,Marco Graf,Daniela Demesa,Nancy García García,Verónica García,Fernando Grediaga,Jorge Antonio Guerrero,José Manuel Guerrero Mendoza,Andy Cortés,Victor Manuel Resendiz Ruiz,Zarela Lizbeth Chinolla Arellano,José Luis López Gómez
413362,"Roman J. Israel, Esq.",Dan Gilroy,"Drama, Crime, Thriller",2017-11-17,22000000,Denzel Washington,Colin Farrell,Carmen Ejogo,Lynda Gravatt,Amanda Warren,Hugo Armstrong,Sam Gilroy,Tony Plana,DeRon Horton,Amari Cheatom,Vince Cefalu,Tarina Pouncy,Nazneen Contractor,Niles Fitch,Jocelyn Ayanna
264644,Room,Lenny Abrahamson,"Drama, Thriller",2015-10-16,13000000,Brie Larson,Jacob Tremblay,Joan Allen,Sean Bridgers,Tom McCamus,William H. Macy,Cas Anvar,Amanda Brugel,Wendy Crewson,Joe Pingue,Sandy McMaster,Matt Gordon,Zarrin Darnell-Martin,Jee-Yun Lee,Randal Edwards
898713,Rustin,George C. Wolfe,"Drama, History",2023-11-03,0,Colman Domingo,Aml Ameen,Glynn Turman,Chris Rock,Gus Halper,Johnny Ramey,CCH Pounder,Michael Potts,Audra McDonald,Jeffrey Wright,Lilli Kay,Jordan-Amanda Hall,Jakeem Dante Powell,Ayana Workman,Grantham Coleman
273895,Selma,Ava DuVernay,"History, Drama",2014-12-25,20000000,David Oyelowo,Carmen Ejogo,Tom Wilkinson,Giovanni Ribisi,Tim Roth,André Holland,Colman Domingo,Common,Stephan James,Omar J. Dorsey,LaKeith Stanfield,Oprah Winfrey,Tessa Thompson,Cuba Gooding Jr. Ruben Santiago-Hudson,
82693,Silver Linings Playbook,David O. Russell,"Drama, Comedy, Romance",2012-11-16,21000000,Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,Anupam Kher,Chris Tucker,Julia Stiles,Shea Whigham,John Ortiz,Paul Herman,Dash Mihok,Matthew Russell,Cheryl Williams,Patrick McDade,Brea Bee
1155828,Sing Sing,Greg Kwedar,Drama,2024-07-12,2000000,Colman Domingo,Clarence Maclin,Sean San Jose,Paul Raci,"David ""Dap"" Giraudy","Patrick ""Preme"" Griffin",Mosi Eagle,"James ""Big E"" Williams",Sean Dino Johnson,Brent Buell,Michael Capra,Cecily Lyn,Johnny Simmons,Katherine Vockins,Reynaldo Gayle
502033,Sound of Metal,Darius Marder,"Drama, Music",2020-11-20,0,Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,Mathieu Amalric,Domenico Toledo,Chelsea Lee,Shaheem Sanchez,Chris Perfetti,Bill Thorpe,Michael Tow,William Xifaras,Rena Maliszewski,Tom Kemp,Elan Sicroff
716612,Spencer,Pablo Larraín,Drama,2021-11-04,18000000,Kristen Stewart,Timothy Spall,Jack Nielen,Freddie Spry,Jack Farthing,Sean Harris,Stella Gonet,Richard Sammel,Elizabeth Berrington,Lore Stefanek,Amy Manson,Sally Hawkins,James Harkness,Laura Benson,Wendy Patterson
314365,Spotlight,Tom McCarthy,"Drama, History",2015-11-06,20000000,Mark Ruffalo,Michael Keaton,Rachel McAdams,Liev Schreiber,John Slattery,Brian d'Arcy James,Stanley Tucci,Elena Wohl,Gene Amoroso,Doug Murray,Sharon McFarlane,Jamey Sheridan,Neal Huff,Billy Crudup,Robert B. Kennedy
321697,Steve Jobs,Danny Boyle,"Drama, History",2015-10-09,30000000,Michael Fassbender,Kate Winslet,Seth Rogen,Jeff Daniels,Michael Stuhlbarg,Katherine Waterston,Perla Haney-Jardine,Ripley Sobo,Makenzie Moss,Sarah Snook,John Ortiz,Adam Shapiro,John Steen,Stan Roth,Mihran Slougian
284293,Still Alice,"Wash Westmoreland, Richard Glatzer",Drama,2014-12-05,5000000,Julianne Moore,Kate Bosworth,Shane McRae,Hunter Parrish,Alec Baldwin,Seth Gilliam,Kristen Stewart,Stephen Kunken,Erin Darke,Daniel Gerroll,Quincy Tyler Bernstine,Maxine Prescott,Orlagh Cassidy,Rosa Arredondo,Zillah Glory
817758,TÁR,Todd Field,"Music, Drama",2022-10-07,35000000,Cate Blanchett,Nina Hoss,Noémie Merlant,Sophie Kauer,Julian Glover,Mark Strong,Sylvia Flote,Allan Corduner,Mila Bogojevic,Adam Gopnik,Marc-Martin Straub,Egon Brandstetter,Ylva Pollak,Paula Först,Sydney Lemmon
1182047,The Apprentice,Ali Abbasi,"History, Drama",2024-10-09,16000000,Sebastian Stan,Jeremy Strong,Martin Donovan,Maria Bakalova,Catherine McNally,Charlie Carrick,Ben Sullivan,Mark Rendall,Joe Pingue,Ron Lea,Edie Inksetter,Matt Baram,Moni Ogunsuyi,Brad Austin,Stuart Hughes
74643,The Artist,Michel Hazanavicius,"Drama, Comedy, Romance",2011-10-12,15000000,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell,Penelope Ann Miller,Missi Pyle,Beth Grant,Ed Lauter,Joel Murray,Elizabeth Tulloch,Ken Davitian,Malcolm McDowell,Basil Hoffman,Bill Fagerbakke,Nina Siemaszko
674324,The Banshees of Inisherin,Martin McDonagh,"Drama, Comedy",2022-10-20,20000000,Colin Farrell,Brendan Gleeson,Kerry Condon,Barry Keoghan,Gary Lydon,Pat Shortt,Sheila Flitton,Bríd Ní Neachtain,Jon Kenny,Aaron Monaghan,David Pearse,John Carty,Oliver Farrelly,Lasairfhíona Ní Chonaola,James Carty
318846,The Big Short,Adam McKay,"Comedy, Drama",2015-12-11,28000000,Steve Carell,Christian Bale,Ryan Gosling,Brad Pitt,Marisa Tomei,Melissa Leo,Hamish Linklater,John Magaro,Rafe Spall,Jeremy Strong,Finn Wittrock,Tracy Letts,Byron Mann,Adepero Oduye,Karen Gillan
549509,The Brutalist,Brady Corbet,"Drama, History",2024-12-20,9600000,Adrien Brody,Felicity Jones,Guy Pearce,Joe Alwyn,Raffey Cassidy,Stacy Martin,Isaach de Bankolé,Alessandro Nivola,Ariane Labed,Michael Epp,Emma Laird,Jonathan Hyde,Peter Polycarpou,Maria Sand,Salvatore Sansone
558915,The Color Purple,Blitz Bazawule,Drama,2023-12-25,90000000,Fantasia Barrino,Taraji P. Henson,Danielle Brooks,Colman Domingo,Corey Hawkins,Phylicia Pearl Mpasi,Halle Bailey,Ciara,H.E.R.,David Alan Grier,Deon Cole,Jon Batiste,Louis Gossett Jr. Tamela Mann,Aunjanue Ellis-Taylor,
306819,The Danish Girl,Tom Hooper,Drama,2015-11-27,15000000,Eddie Redmayne,Alicia Vikander,Matthias Schoenaerts,Ben Whishaw,Sebastian Koch,Pip Torrens,Nicholas Woodeson,Amber Heard,Emerald Fennell,Adrian Schiller,Henry Pettigrew,Sophie Kennedy Clark,Miltos Yerolemou,Jake Graf,Tusse Silberg
65057,The Descendants,Alexander Payne,"Comedy, Drama",2011-09-09,20000000,George Clooney,Shailene Woodley,Amara Miller,Nick Krause,Patricia Hastie,Grace A. Cruz,Kim Gennaula,Karen Kuioka Hironaga,Carmen Kaichi,Kaui Hart Hemmings,Beau Bridges,Matt Corboy,Matt Esecson,Michael Ontkean,Stanton Johnston
601470,The Eyes of Tammy Faye,Michael Showalter,"Drama, History",2021-09-17,0,Jessica Chastain,Andrew Garfield,Cherry Jones,Vincent D'Onofrio,Mark Wystrach,Sam Jaeger,Louis Cancelmi,Gabriel Olds,Fredric Lehne,Chandler Head,Jay Huguley,Dan Johnson,Michael MacCauley,Grant Owens,Coley Campany
804095,The Fabelmans,Steven Spielberg,Drama,2022-11-11,40000000,Michelle Williams,Paul Dano,Seth Rogen,Gabriel LaBelle,Mateo Zoryan Francis-DeFord,Keeley Karsten,Alina Brace,Julia Butters,Birdie Borria,Judd Hirsch,Sophia Kopera,Jeannie Berlin,Robin Bartlett,Sam Rechner,Oakes Fegley
600354,The Father,Florian Zeller,Drama,2020-12-23,6000000,Anthony Hopkins,Olivia Colman,Mark Gatiss,Olivia Williams,Imogen Poots,Rufus Sewell,Ayesha Dharker,Roman Zeller,,,,,,,
375262,The Favourite,Yorgos Lanthimos,"History, Comedy, Drama",2018-11-23,15000000,Emma Stone,Olivia Colman,Rachel Weisz,Nicholas Hoult,Joe Alwyn,Mark Gatiss,James Smith,Jenny Rainsford,Emma Delves,Faye Daveney,Paul Swaine,Jennifer White,Lilly-Rose Stevens,Denise Mack,Willem Dalby
45317,The Fighter,David O. Russell,Drama,2010-12-10,25000000,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,Mickey O'Keefe,Jack McGee,Melissa McMeekin,Bianca Hunter,Erica McDermott,Jill Quigg,Dendrie Taylor,Kate B. O'Brien,Jenna Lamia,Frank Renzulli,Paul Campbell
394117,The Florida Project,Sean Baker,Drama,2017-10-06,2000000,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Christopher Rivera,Valeria Cotto,Mela Murder,Josie Olivo,Caleb Landry Jones,Aiden Malik,Edward Pagan,Jim R. Coleman,Patti Wiley,Jasineia Ramos,Rosa Medina Perez,Krystal Nicole Watts
65754,The Girl with the Dragon Tattoo,David Fincher,"Thriller, Crime, Mystery",2011-12-14,90000000,Daniel Craig,Rooney Mara,Christopher Plummer,Stellan Skarsgård,Robin Wright,Yorick van Wageningen,Steven Berkoff,Joely Richardson,Geraldine James,Goran Višnjić,Donald Sumpter,Ulf Friberg,Bengt C.W. Carlsson,Tony Way,Per Myrberg
120467,The Grand Budapest Hotel,Wes Anderson,"Comedy, Drama",2014-02-26,30000000,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adrien Brody,Willem Dafoe,Jeff Goldblum,Harvey Keitel,Jude Law,Bill Murray,Edward Norton,Saoirse Ronan,Jason Schwartzman,Léa Seydoux,Tilda Swinton,Tom Wilkinson
273248,The Hateful Eight,Quentin Tarantino,"Drama, Mystery, Western",2015-12-25,44000000,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Demián Bichir,Tim Roth,Michael Madsen,Bruce Dern,James Parks,Dana Gourrier,Zoë Bell,Lee Horsley,Gene Jones,Keith Jefferson,Craig Stark
